title,date,url,content,category,source,reported_time
ایف آئی اے، انٹرپول کی مشترکہ کارروائی، قتل کا ملزم عراق سے گرفتار,"Aug 01, 2025",https://www.24urdu.com/01-Aug-2025/140203,ترجمان ایف آئی اے کے مطابق گرفتار ملزم کو عراق سے کراچی انٹرنیشنل ایئرپورٹ منتقل کیا گیا، جہاں سے اُسے قانونی کارروائی کے بعد پنجاب پولیس کے حوالے کر دیا گیا،داود سرور گزشتہ 5 برس سے پنجاب پولیس کو مطلوب تھا اور اس کے خلاف تھانہ قلعہ دیدار سنگھ، گجرانوالہ میں قتل اور اقدام قتل کی دفعات کے تحت مقدمہ درج تھا۔ ملزم کی گرفتاری کیلئے ایف آئی اے این سی بی انٹرپول کی جانب سے ریڈ نوٹس جاری کیا گیا تھا، جس کے بعد انٹرپول اسلام آباد اور انٹرپول بغداد کے درمیان قریبی رابطہ کاری کے نتیجے میں اس کی حوالگی ممکن ہو سکی۔ ایف آئی اے امیگریشن کراچی نے بین الاقوامی قواعد و ضوابط کے تحت مطلوب ملزم کو پنجاب پولیس حکام کے حوالے کر دیا، جس کے بعد مزید قانونی کارروائی کا آغاز کر دیا گیا ہے۔,N/A,24_news,11:27:AM
اے این ایف کامنشیات سمگلنگ کے خلاف کریک ڈاؤن،7ملزم گرفتار,"Jul 30, 2025",https://www.24urdu.com/30-Jul-2025/139997,چکلالہ گیریژن راولپنڈی میں واقع کوریئر آفس سے بیلجیم سے میرپور بھیجے جانے والے پارسل سے 60 گرام وزنی 15 ایکسٹیسی گولیاں برآمدہوئیں،یارو ضلع پشین کے قریب 2 ملزمان کے قبضے سے 6 کلو چرس اور 2 کلو آئس برآمدہوئی۔ کاموکی ٹول پلازہ گوجرانوالہ کے قریب موٹرسائیکل سوارسے 9.5 کلو افیون اور 26.4 کلو چرس برآمدکرکے ملزم کو گرفتار کرلیاگیا۔ یہ بھی پڑھیں: جامشورو میں بس میں سوار مسافر کے قبضے سے 12 کلو چرس،جامشورو ٹول پلازہ کے قریب ملزم کے قبضے سے 9.6 کلو چرس ، ترکائی ٹول پلازہ جہلم کے قریب ملزم کے قبضے سے 1 کلو چرس اوریونیورسٹی روڈ پشاور کے قریب گاڑی سے 60 کلو چرس برآمدہوئی۔ ترجمان اے این ایف کے مطابق گرفتار ملزموں کے خلاف انسداد منشیات ایکٹ کے تحت مقدمات درج کر کے تحقیقات کا آغاز کر دیا گیا ہے۔,N/A,24_news,12:10:PM
کراچی،لڑکی اریبہ کی لاش ملنے کا کیس،پڑوسی نے شیطانی کام کیا اور منہ دبا کرمار دیا,"Jul 30, 2025",https://www.24urdu.com/30-Jul-2025/140066,پولیس حکام کا کہنا ہے کہ 16 سالہ لڑکی اریبہ کے قتل میں ملوث پڑوسی ملزم محمد حذیف کو گرفتار کرلیا۔ملزم نے اعترافی بیان میں کہا کہ 10 جولائی کو لڑکی کو زیادتی کا نشانہ بنایا، شور مچانے پر لڑکی کا منہ دبایا جس سے وہ مر گئی، لڑکی پڑوسن تھی، دوست کا پوچھنے میرے گھر آئی تھی۔ ملزم نے اعتراف کیا کہ گھر خالی تھا، شیطان کے بہکاوے میں آکر جرم کیا۔پولیس حکام کا کہنا ہے کہ ملزم نے اعتراف جرم کرلیا ہے، عدالت نے جرم ثابت ہونے پر ملزم کو جیل بھیج دیا۔لواحقین کا کہنا ہے کہ 16 سالہ اریبہ مقتولہ دو بہن بھائیوں میں بڑی تھی۔ واضح رہے کہ  لڑکی کے قتل کا مقدمہ کھوکھراپار تھانے میں درج ہے، تفتیش کے دوران 20 سے زائد افراد کا ڈی این اے ٹیسٹ کیا گیا، ملزم کو شک کی بنیاد پر حراست میں لے کر تفتیش کی گئی۔یاد رہے کہ دو روز قبل کھوکھراپار میں 16 سالہ لڑکی کی گھر کے باہر سے پھندا لگی لاش ملی تھی۔ یہ بھی پڑھیں:,N/A,24_news,23:10:PM
کوئٹہ میں دو معصوم بہنوں کو بے دردی سے قتل کردیا گیا,"Jul 31, 2025",https://www.24urdu.com/31-Jul-2025/140101,کوئٹہ کے علاقے سریاب میں دو معصوم بچیوں کے قتل کا لرزہ خیز واقعہ پیش آیا ہے، پولیس کے مطابق بچیاں سگی بہنیں تھیں، جن کی شناخت یسریٰ اور میرب کے نام سے ہوئی ہے، جن کی عمریں تقریبا 3 سے 5 سال کے درمیان تھیں۔ ابتدائی تفتیش کے مطابق دونوں بچیوں کو منہ میں کپڑا ٹھونس کر اور سانس بند کرکے بے دردی سے قتل کیا گیا۔ ان کی لاشیں کلی بنگلزئی کے علاقے میں واقع ایک زیرِ تعمیر مکان سے ملی ہیں، جہاں سے پولیس نے شواہد جمع کرنے کا عمل شروع کر دیا ہے۔ حکام کا کہنا ہے کہ بچیوں کے والدین کے درمیان ڈیڑھ سال قبل علیحدگی ہو چکی تھی، اور دونوں خاندانوں کے درمیان تنازع بھی جاری تھا، جس کے پیش نظر دونوں خاندانوں کو شامل تفتیش کیا گیا ہے۔ ساتھ ہی اہل علاقہ اور دیگر قریبی افراد سے بھی پوچھ گچھ کا سلسلہ جاری ہے،پولیس نے واقعے کا مقدمہ درج کر لیا ہے اور تحقیقات تیزی سے آگے بڑھ رہی ہیں۔ حکام کا کہنا ہے کہ اس المناک سانحے میں ملوث عناصر کو جلد قانون کے شکنجے میں لایا جائے گا۔ پولیس نے مقتولہ بچیوں کے والدین کو بھی شامل تفتیش کرلیا۔,N/A,24_news,10:22:AM
خاتون کو بلیک میل کرنیوالا ٹک ٹاکر پیکا ایکٹ کے تحت گرفتار,"Jul 31, 2025",https://www.24urdu.com/31-Jul-2025/140151,تفصیلات کے مطابق خاتون کو بلیک میل کرنے والے ملزم کی شناخت فیصل جٹ کے نام سے ہوئی  ہے اور اسےلاہور سے گرفتار کیا گیا ہے۔ملزم فیصل جٹ نے خود کو نیشنل سائبر کرائم انویسٹی گیشن  ایجنسی (NCCIA)  اہلکار ظاہر کرکے خاتون کو دھوکہ دیا۔ ملزم خاتون سے 3 لاکھ 20 ہزار کی رقم لے چکا ہے اور ملزم کی جانب سےمتاثرہ خاتون سے قابل اعتراض مواد لینے کی کوشش بھی کی گئی۔ملزم فیصل جٹ کے خلاف درج ہونے والے مقدمے میں پیکا ایکٹ  کی دفعات 20، 21، 24 اور PPC کی متعدد دفعات شامل ہے۔ یہ بھی پڑھیں:,N/A,24_news,19:37:PM
سینئر وکیل شمس الاسلام کے قاتل کا اقبال جرم,"Aug 02, 2025",https://www.24urdu.com/02-Aug-2025/140311,ویڈیو کے مطابق ملزم عمران آفریدی نے قتل کا اعتراف کرتے ہوئے کہا کہ شمس الاسلام نے میرے والد کو اغوا کر کے بدترین تشدد کا نشانہ بنایا اور قتل کر دیا۔ دونوں کے درمیان 35 لاکھ روپے کا لین دین تھا، جو تنازع کی بنیاد بنا۔ عمران آفریدی کے مطابق نہ صرف اُس کے والد کو قتل کیا گیا بلکہ اس کے بعد ان کے خاندان کو جھوٹے مقدمات میں الجھا دیا گیا۔ شمس الاسلام نے میرے بھائیوں پر دہشت گردی کے جھوٹے مقدمات بنوائے اور ہماری خواتین کو بھی قانونی پیچیدگیوں میں گھسیٹا۔ ملزم کا کہنا ہے کہ اسے قانونی نظام سے انصاف نہیں ملا، جس کی وجہ سے اس نے خود بدلہ لینے کا فیصلہ کیا۔ عمران آفریدی نے کہا کہ قتل میں نے اکیلے کیا، میرے کسی عزیز، دوست یا رشتہ دار کا اس جرم سے کوئی تعلق نہیں، پولیس اور قانون نافذ کرنے والے ادارے میرے خاندان یا دوستوں کو تنگ نہ کریں۔ واضح رہے کہ گزشتہ روز کراچی کے پوش علاقے خیابانِ راحت میں واقع قرآن اکیڈمی کے باہر خواجہ شمس الاسلام کو اُس وقت فائرنگ کر کے قتل کیا گیا جب وہ اپنے بیٹے دانیال الاسلام کے ہمراہ نمازِ جنازہ میں شرکت کے بعد مسجد سے نکل رہے تھے، وہ جوتے پہن رہے تھے کہ حملہ آور نے اچانک گولیاں چلادیں۔ پولیس نے واقعے کا مقدمہ مقتول کے بھائی خواجہ فیض الاسلام کی مدعیت میں درخشاں تھانے میں درج کر لیا ہے، جس میں قتل، دہشت گردی اور دیگر سنگین دفعات شامل کی گئی ہیں۔ پولیس کا کہنا ہے کہ ملزم کے اعترافی بیان کی روشنی میں مزید قانونی کارروائی جاری ہے۔,N/A,24_news,11:16:AM
پی ٹی آئی کے41 رہنماؤں کے وارنٹ گرفتاری جاری,"Jul 31, 2025",https://www.24urdu.com/31-Jul-2025/140106,انسداد دہشت گردی عدالت نے پی ٹی آئی رہنمائوں کےوارنٹ تھانہ کراچی کمپنی کے مقدمے میں جاری کئے،ان رہنماؤں میں سابق صدر عارف علوی، نادیہ خٹک اور شبلی فراز کے نام شامل ہیں۔ فیصل جاوید،سلمان اکرم راجا،رؤف حسن کے بھی وارنٹ جاری کئے گئے ہیں جبکہ راشد حفیظ، راجہ بشارت، خدیجہ شاہ، عالیہ حمزہ، عمیر نیازی ، جمشید دستی، حماد اظہر، زرتاج گل، صاحبزادہ حامد رضا اور شعیب شاہین بھی ان میں شامل ہیں۔ یہ بھی پڑھیں: وارنٹ گرفتاری جاری ہونے والےرہنماؤں کی تعداد 50 ہوگئی ہے جبکہ پی ٹی آئی رہنماؤں کے وارنٹ گرفتاری پہلے ہی جاری ہیں۔,N/A,24_news,12:13:PM
مصطفیٰ عامرقتل کیس، ملزم ارمغان کے والد کے پروڈکشن آرڈر جاری,"Jul 30, 2025",https://www.24urdu.com/30-Jul-2025/140008,انسداد دہشت گردی کی خصوصی عدالت میں مصطفی ٰعامرقتل اورغیرقانونی اسلحہ اور منی لانڈرنگ سمیت چار مقدمات کی سماعت ہوئی،جیل حکام نےملزم ارمغان اورملزم شیراز کو پیش کیا،ایف آئی اے فوکل پرسن سب انسپکٹرمحمد شفیع، تفتیشی افسرمحمد علی مدعیہ وجیہ عامر کے وکیل افتخار شاہ ایڈووکیٹ عدالت میں پیش ہوئے،تاہم ملزموں کے وکلا ءآج پیش نہیں ہوئے۔ یہ بھی پڑھیں: ایف آئی اےفوکل پرسن نےبتایا کہ کیس کے تفتیشی افسرکو تبدیل کردیاگیا ہے،اس کیس کے لیے سپروائزری آئی او کی تقرری کی جائیگی،سب انسپکٹر محمد شفیع نےبتایا کہ آئندہ سماعت پرسپروائزری آئی او پیش ہوگا،عدالت نے سماعت بغیر کسی کارروائی کے سات اگست تک ملتوی کردی۔,N/A,24_news,13:52:PM
امیر بالاج قتل کیس، سماعت سات اگست تک ملتوی,"Jul 30, 2025",https://www.24urdu.com/30-Jul-2025/140005,عدالت میں امیر بالاج کا پوسٹ مارٹم کرنے والے ڈاکٹر پر کے پی رائے ایڈووکیٹ نے جرح کرنی تھی لیکن ڈاکٹر کےپیش نہ ہونے پر عدالت نے سماعت ملتوی کر دی،پچھلی تاریخ پر ڈاکٹر پر کے پی رائے ایڈووکیٹ نے جزوی جرح کی تھی۔ یہ بھی پڑھیں: اس کیس میں ملزم ارسلان، ہارون اور سہیل محمود حاضر تھے، کیس میں طیفی بٹ اور گوگی بٹ مفرور ہیں  جبکہ احسن شاہ پولیس مقابلے میں ہلاک ہو چکا ہے۔ عدالت میںچوہنگ پولیس نے چالان پیش کر رکھا ہے۔,N/A,24_news,13:18:PM
پی ٹی آئی کارکنان کو پاپو ایکٹ کے تحت دی گئی سزا معطل,"Jul 28, 2025",https://www.24urdu.com/28-Jul-2025/139773,جوڈیشل مجسٹریٹ مرید عباس نے کیس کی سماعت کی اور پی ٹی آئی کے چار کارکنان دانش، عیسیٰ، اعجاز اور محمد عیسیٰ کی سزا معطل کرنے کا حکم جاری کردیا۔ عدالت میں پی ٹی آئی کے وکلاء سردار مصروف خان اور زاہد بشیر ڈار پیش ہوئے، عدالت نے ہدایت کی کہ سزا کے خلاف تیس دن کے اندر اپیل دائر کی جائے۔ یہ بھی پڑھیں: واضح رہے کہ ان کارکنان کو تھانہ ترنول میں درج مقدمے میں چھ چھ ماہ قید کی سزا سنائی گئی تھی۔,N/A,24_news,10:26:AM
ٹویٹس کیس: سینیٹر اعظم سواتی پر فرد جرم کی کارروائی مؤخر,"Jul 26, 2025",https://www.24urdu.com/26-Jul-2025/139568,ڈسٹرکٹ اینڈ سیشن کورٹس اسلام آباد میں اداروں کے خلاف متنازعہ ٹویٹس کے کیسز کی سماعت ہوئی ،ایڈیشنل ڈسٹرکٹ اینڈ سیشن جج افضل مجوکہ نے کیسز پر سماعت کی، پی ٹی آئی رہنما اعظم سواتی اپنے وکلاء مرتضیٰ طوری اور سہیل سواتی کے ہمراہ عدالت میں پیش ہوئے، بریت کی درخواست پر دلائل نہ ہوسکے۔ عدالت میں اعظم سواتی نے کہا کہ میں آج عدالت میں کچھ بتانا چاہتا ہوں، میں 2003  سے سینیٹ میں ہوں، میری ہمیشہ سے کوشش رہی کہ ہم عدلیہ کو مضبوط کریں، مجھے افسوس ہے کہ ہم آپ کے ہاتھ مضبوط نہیں کر سکے۔ یہ بھی پڑھیں: عدالت نے اعظم سواتی کے وکلاء کو اگلی سماعت پر بریت کی درخواست پر دلائل دینے کی ہدایت کی اور سماعت 20 ستمبر تک ملتوی کردی،اعظم سواتی کے خلاف پیکا ایکٹ کے تحت 2 مقدمات درج ہیں۔,N/A,24_news,11:20:AM
